id_nf,data_venda,cliente_id,cliente_nome,marca_carro,modelo_carro,produto_peca,valor_unitario,quantidade,custo_unitario,loja_id,loja_nome,grupo_loja,vendedor_id,vendedor_nome
NF151325,2025-07-14,36694594145234,Jorah Mormont,Carvex,EX Classic,Bateria,449.08,,406.84,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V004,Peter Parker
NF151326,2025-02-25,13115583009,Tyrion Lannister,MotoriX,DX Hybrid,Amortecedor,944.88,1.0,837.87,300401,AutoParts Minas,Grupo Serra,V008,Barry Allen
NF151327,2025-07-17,77592615833,Davos Seaworth,Autron,BZ Turbo,Correia Dentada,1352.71,5.0,955.96,400502,Sul Auto Parts,Grupo Pampas,V007,Natasha Romanoff
NF151328,2024-08-31,14184061298,Ned Stark,Autron,DX Hybrid,Bateria,1111.15,4.0,740.24,300401,AutoParts Minas,Grupo Serra,V003,Tony Stark
NF151329,2025-01-12,49512680959825,Bran Stark,Autron,DX Hybrid,Filtro de Óleo,1683.47,3.0,1139.57,100201,AutoParts São Paulo,Grupo Titan,V004,Peter Parker
NF151330,2024-07-09,55871946844593,Davos Seaworth,MotoriX,EX Classic,Amortecedor,1464.36,2.0,1288.33,400502,Sul Auto Parts,Grupo Pampas,V001,Bruce Wayne
NF151331,2024-08-19,29554276405139,Theon Greyjoy,Velox,EX Classic,Correia Dentada,1456.78,4.0,967.86,100201,AutoParts São Paulo,Grupo Titan,V005,Diana Prince
NF151332,2024-11-06,67363663380,Ned Stark,Autron,BZ Turbo,Pastilha de Freio,1453.75,5.0,935.32,400502,Sul Auto Parts,Grupo Pampas,V007,Natasha Romanoff
NF151333,2025-06-07,26660144351,Samwell Tarly,Autron,BZ Turbo,Pastilha de Freio,219.34,2.0,195.71,200302,Auto Rio Peças,Grupo Atlantico,V008,Barry Allen
NF151334,2024-11-07,39139972685,Ned Stark,Ravion,AX1,Bateria,1730.25,3.0,1401.49,300402,Minas Auto Peças,Grupo Serras,V008,Barry Allen
NF151335,2025-10-31,29349494809064,Arya Stark,MotoriX,AX1,Correia Dentada,1354.57,3.0,1236.04,100201,AutoParts São Paulo,Grupo Titan,V007,Natasha Romanoff
NF151336,2025-11-23,98983944644253,Brienne of Tarth,Carvex,DX Hybrid,Amortecedor,123.56,4.0,96.23,300402,Minas Auto Peças,Grupo Serras,V003,Tony Stark
NF151337,2024-12-10,77531148671390,Davos Seaworth,Carvex,BZ Turbo,Bateria,1193.94,4.0,926.45,100202,Auto Parts SP Centro,Grupo Tytan,V005,Diana Prince
NF151338,2025-09-12,24107514403,Tyrion Lannister,Carvex,BZ Turbo,Filtro de Óleo,1014.81,5.0,713.03,400502,Sul Auto Parts,Grupo Pampas,V008,Barry Allen
NF151339,2024-07-29,73047174001,Tyrion Lannister,MotoriX,BZ Turbo,Amortecedor,1207.62,5.0,1086.63,400501,AutoParts Sul,Grupo Pampa,V005,Diana Prince
NF151340,2024-05-27,94746085755234,Jon Snow,Carvex,CX Sport,Pastilha de Freio,813.69,1.0,654.55,300401,AutoParts Minas,Grupo Serra,V004,Peter Parker
NF151341,2025-11-22,93677346190157,Brienne of Tarth,MotoriX,BZ Turbo,Correia Dentada,941.21,6.0,850.49,100202,Auto Parts SP Centro,Grupo Tytan,V006,Steve Rogers
NF151342,2024-08-13,25724043827,Arya Stark,MotoriX,CX Sport,Amortecedor,376.82,4.0,342.91,200302,Auto Rio Peças,Grupo Atlantico,V005,Diana Prince
NF151343,2025-12-10,57276048013933,Jaime Lannister,Carvex,EX Classic,Amortecedor,1529.16,3.0,938.98,300401,AutoParts Minas,Grupo Serra,V004,Peter Parker
NF151344,2025-06-10,23991661348306,Theon Greyjoy,Carvex,CX Sport,Amortecedor,356.32,2.0,225.27,100202,Auto Parts SP Centro,Grupo Tytan,V005,Diana Prince
NF151345,2024-01-10,00239902805,Robb Stark,Ravion,CX Sport,Correia Dentada,436.05,5.0,393.99,200302,Auto Rio Peças,Grupo Atlantico,V001,Bruce Wayne
NF151346,2025-09-20,25668534749512,Samwell Tarly,Carvex,EX Classic,Amortecedor,903.98,6.0,611.19,400502,Sul Auto Parts,Grupo Pampas,V005,Diana Prince
NF151347,2024-04-02,92037750782,Samwell Tarly,Carvex,DX Hybrid,Pastilha de Freio,425.3,2.0,349.38,200302,Auto Rio Peças,Grupo Atlantico,V008,Barry Allen
NF151348,2025-11-12,68223354169,Jon Snow,MotoriX,CX Sport,Pastilha de Freio,323.98,5.0,211.44,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF151349,2024-08-26,12153076428,Sansa Stark,Ravion,DX Hybrid,Bateria,910.69,5.0,813.63,400501,AutoParts Sul,Grupo Pampa,V005,Diana Prince
NF151350,2024-08-13,50196893763,Jaime Lannister,Autron,CX Sport,Correia Dentada,1627.02,5.0,1436.5,400502,Sul Auto Parts,Grupo Pampas,V003,Tony Stark
NF151351,2025-07-20,87435701871,Jon Snow,MotoriX,CX Sport,Pastilha de Freio,1507.87,4.0,1121.59,300401,AutoParts Minas,Grupo Serra,V004,Peter Parker
NF151352,2025-04-20,80501243719,Sansa Stark,MotoriX,AX1,Pastilha de Freio,774.72,1.0,653.1,300401,AutoParts Minas,Grupo Serra,V006,Steve Rogers
NF151353,2025-04-06,43891723255451,Bran Stark,Ravion,CX Sport,Pastilha de Freio,718.76,5.0,599.42,300402,Minas Auto Peças,Grupo Serras,V007,Natasha Romanoff
NF151354,2025-03-03,68276006531,Cersei Lannister,Velox,DX Hybrid,Correia Dentada,1113.53,1.0,882.28,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V002,Clark Kent
NF151355,2025-10-10,89482827158379,Brienne of Tarth,Velox,BZ Turbo,Bateria,818.28,5.0,582.28,100201,AutoParts São Paulo,Grupo Titan,V005,Diana Prince
NF151356,2025-11-20,56909136591702,Bran Stark,Autron,BZ Turbo,Bateria,-1264.36,6.0,886.08,100202,Auto Parts SP Centro,Grupo Tytan,V004,Peter Parker
NF151357,2024-10-11,84536432313,Jon Snow,MotoriX,CX Sport,Pastilha de Freio,1572.27,4.0,1180.23,100201,AutoParts São Paulo,Grupo Titan,V006,Steve Rogers
NF151358,2025-10-27,55126346673514,Jorah Mormont,Autron,CX Sport,Pastilha de Freio,983.78,1.0,698.66,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF151359,2025-08-16,19512082198,Jorah Mormont,Autron,CX Sport,Amortecedor,1192.62,6.0,735.49,100201,AutoParts São Paulo,Grupo Titan,V008,Barry Allen
NF151360,2025-04-08,68017819857,Samwell Tarly,Velox,CX Sport,Filtro de Óleo,165.27,3.0,107.49,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V004,Peter Parker
NF151361,2025-08-27,35958347443,Ned Stark,Velox,DX Hybrid,Amortecedor,1797.34,1.0,1108.1,100202,Auto Parts SP Centro,Grupo Tytan,V008,Barry Allen
NF151362,2024-12-04,74876154072,Jorah Mormont,Ravion,DX Hybrid,Amortecedor,206.97,5.0,144.26,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF151363,2024-09-06,00459192316,Jon Snow,Autron,DX Hybrid,Pastilha de Freio,1205.53,1.0,1103.04,100201,AutoParts São Paulo,Grupo Titan,V004,Peter Parker
NF151364,2025-01-20,94561826529507,Cersei Lannister,Carvex,BZ Turbo,Pastilha de Freio,1771.89,6.0,1294.24,200302,Auto Rio Peças,Grupo Atlantico,V005,Diana Prince
NF151365,2025-04-17,73051097054,Theon Greyjoy,Autron,CX Sport,Amortecedor,489.1,5.0,423.8,300402,Minas Auto Peças,Grupo Serras,V007,Natasha Romanoff
NF151366,2024-11-11,67716229963883,Samwell Tarly,Velox,BZ Turbo,Bateria,869.74,,538.9,100202,Auto Parts SP Centro,Grupo Tytan,V006,Steve Rogers
NF151367,2025-06-02,11434924977,Jorah Mormont,MotoriX,DX Hybrid,Bateria,212.89,6.0,148.7,100202,Auto Parts SP Centro,Grupo Tytan,V006,Steve Rogers
NF151368,2025-12-09,73822863812666,Ned Stark,Ravion,CX Sport,Amortecedor,1081.52,5.0,779.29,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V006,Steve Rogers
NF151369,2024-10-15,47158856793,Cersei Lannister,Carvex,CX Sport,Pastilha de Freio,-900.66,1.0,566.15,300402,Minas Auto Peças,Grupo Serras,V008,Barry Allen
NF151370,2025-03-01,33952764184,Tyrion Lannister,Carvex,AX1,Correia Dentada,198.38,4.0,176.73,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF151371,2024-08-30,45154489450842,Daenerys Targaryen,Ravion,DX Hybrid,Pastilha de Freio,652.12,5.0,501.22,300401,AutoParts Minas,Grupo Serra,V007,Natasha Romanoff
NF151372,2024-07-15,99790777848717,Daenerys Targaryen,Autron,BZ Turbo,Bateria,897.66,1.0,624.69,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V001,Bruce Wayne
NF151373,2025-01-24,69970792122,Samwell Tarly,Autron,EX Classic,Amortecedor,85.93,3.0,68.99,300402,Minas Auto Peças,Grupo Serras,V008,Barry Allen
NF151374,2024-06-05,72068602865,Bran Stark,MotoriX,BZ Turbo,Correia Dentada,914.02,4.0,768.85,400502,Sul Auto Parts,Grupo Pampas,V004,Peter Parker
NF151375,2024-11-01,47002075965935,Bran Stark,MotoriX,DX Hybrid,Correia Dentada,907.33,3.0,754.74,300402,Minas Auto Peças,Grupo Serras,V003,Tony Stark
NF151376,2024-01-23,32215525272,Jorah Mormont,Autron,DX Hybrid,Amortecedor,345.03,2.0,278.71,300402,Minas Auto Peças,Grupo Serras,V003,Tony Stark
NF151377,2024-10-01,49065170375,Davos Seaworth,MotoriX,AX1,Correia Dentada,727.38,3.0,550.14,400502,Sul Auto Parts,Grupo Pampas,V008,Barry Allen
NF151378,2024-08-17,99335947539097,Bran Stark,Ravion,EX Classic,Pastilha de Freio,644.2,6.0,397.99,300402,Minas Auto Peças,Grupo Serras,V007,Natasha Romanoff
NF151379,2025-11-12,47990151221640,Bran Stark,Ravion,AX1,Amortecedor,524.85,5.0,445.19,100201,AutoParts São Paulo,Grupo Titan,V004,Peter Parker
NF151380,2025-10-01,86452631538696,Ned Stark,Carvex,DX Hybrid,Amortecedor,586.25,5.0,530.18,100201,AutoParts São Paulo,Grupo Titan,V007,Natasha Romanoff
NF151381,2025-03-19,95799468867275,Theon Greyjoy,Velox,EX Classic,Pastilha de Freio,1627.53,6.0,1489.78,100201,AutoParts São Paulo,Grupo Titan,V001,Bruce Wayne
NF151382,2024-12-25,27969880698370,Theon Greyjoy,Velox,AX1,Amortecedor,1178.59,3.0,1052.76,400501,AutoParts Sul,Grupo Pampa,V007,Natasha Romanoff
NF151383,2025-07-09,43155076061,Jon Snow,Velox,DX Hybrid,Amortecedor,447.33,1.0,283.41,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF151384,2024-03-05,20003110600,Jon Snow,Velox,AX1,Bateria,1726.44,4.0,1330.99,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V001,Bruce Wayne
NF151385,2025-11-02,03773070972275,Samwell Tarly,MotoriX,DX Hybrid,Bateria,1536.11,6.0,960.93,100201,AutoParts São Paulo,Grupo Titan,V006,Steve Rogers
NF151386,2024-02-18,16913696002103,Jon Snow,Ravion,CX Sport,Correia Dentada,978.28,6.0,605.09,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V004,Peter Parker
NF151387,2025-09-26,20810245236,Jon Snow,Velox,CX Sport,Amortecedor,963.71,1.0,612.74,300401,AutoParts Minas,Grupo Serra,V001,Bruce Wayne
NF151388,2025-10-05,31950910545112,Jaime Lannister,Velox,DX Hybrid,Amortecedor,948.26,6.0,790.25,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V001,Bruce Wayne
NF151389,2024-03-03,27336121615,Cersei Lannister,MotoriX,BZ Turbo,Correia Dentada,1142.16,2.0,736.35,200302,Auto Rio Peças,Grupo Atlantico,V006,Steve Rogers
NF151390,2025-06-04,90987473753683,Samwell Tarly,Carvex,EX Classic,Filtro de Óleo,1113.72,3.0,794.66,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V001,Bruce Wayne
NF151391,2024-07-04,73278385825389,Theon Greyjoy,Carvex,CX Sport,Amortecedor,1755.77,6.0,1594.32,300402,Minas Auto Peças,Grupo Serras,V005,Diana Prince
NF151392,2025-04-16,81252776260114,Sansa Stark,Velox,BZ Turbo,Bateria,1137.31,3.0,1018.65,400501,AutoParts Sul,Grupo Pampa,V002,Clark Kent
NF151393,2025-07-30,95119915348,Jon Snow,Velox,DX Hybrid,Correia Dentada,992.7,1.0,596.81,400502,Sul Auto Parts,Grupo Pampas,V005,Diana Prince
NF151394,2024-02-12,05148388730,Brienne of Tarth,Ravion,DX Hybrid,Pastilha de Freio,837.4,5.0,681.91,100202,Auto Parts SP Centro,Grupo Tytan,V008,Barry Allen
NF151395,2025-09-22,01439841348,Theon Greyjoy,MotoriX,EX Classic,Correia Dentada,1579.72,1.0,1135.35,400501,AutoParts Sul,Grupo Pampa,V007,Natasha Romanoff
NF151396,2025-07-17,84956449117,Jaime Lannister,MotoriX,EX Classic,Amortecedor,1643.68,3.0,1268.88,100202,Auto Parts SP Centro,Grupo Tytan,V005,Diana Prince
NF151397,2024-11-14,95656177415743,Bran Stark,MotoriX,DX Hybrid,Correia Dentada,985.01,4.0,837.78,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V001,Bruce Wayne
NF151398,2024-10-21,16240411031,Cersei Lannister,Velox,CX Sport,Correia Dentada,763.06,2.0,649.16,300401,AutoParts Minas,Grupo Serra,V008,Barry Allen
NF151399,2025-02-12,00329018358,Bran Stark,MotoriX,EX Classic,Pastilha de Freio,1516.73,2.0,1163.04,300402,Minas Auto Peças,Grupo Serras,V005,Diana Prince
NF151400,2025-09-20,24249468391891,Jorah Mormont,Autron,AX1,Correia Dentada,213.52,1.0,176.37,400501,AutoParts Sul,Grupo Pampa,V003,Tony Stark
NF151401,2025-11-05,33330857695,Samwell Tarly,Ravion,BZ Turbo,Filtro de Óleo,1087.53,5.0,888.81,100202,Auto Parts SP Centro,Grupo Tytan,V004,Peter Parker
NF151402,2024-03-14,16359936077773,Jaime Lannister,Ravion,BZ Turbo,Amortecedor,881.32,6.0,589.74,200302,Auto Rio Peças,Grupo Atlantico,V007,Natasha Romanoff
NF151403,2025-08-20,41489946310088,Robb Stark,Velox,CX Sport,Correia Dentada,1440.07,2.0,1062.96,400501,AutoParts Sul,Grupo Pampa,V001,Bruce Wayne
NF151404,2024-09-08,17262356091,Ned Stark,Velox,CX Sport,Pastilha de Freio,1303.78,2.0,1175.01,300402,Minas Auto Peças,Grupo Serras,V007,Natasha Romanoff
NF151405,2025-10-17,04030872665,Ned Stark,Carvex,CX Sport,Bateria,1561.04,5.0,1102.96,400501,AutoParts Sul,Grupo Pampa,V002,Clark Kent
NF151406,2025-04-28,51643136926838,Davos Seaworth,Autron,AX1,Pastilha de Freio,1354.2,1.0,891.27,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V003,Tony Stark
NF151407,2025-02-03,59070306478,Bran Stark,Carvex,AX1,Pastilha de Freio,1290.54,4.0,836.64,400501,AutoParts Sul,Grupo Pampa,V005,Diana Prince
NF151408,2024-09-01,88045047443428,Davos Seaworth,Ravion,DX Hybrid,Amortecedor,488.1,2.0,318.22,400501,AutoParts Sul,Grupo Pampa,V008,Barry Allen
NF151409,2025-03-07,94130124893,Davos Seaworth,Autron,EX Classic,Amortecedor,1146.83,2.0,923.05,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V003,Tony Stark
NF151410,2025-10-31,03197415773,Jorah Mormont,MotoriX,EX Classic,Pastilha de Freio,1428.1,3.0,1310.46,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V007,Natasha Romanoff
NF151411,2024-04-17,28968050906,Samwell Tarly,Ravion,CX Sport,Filtro de Óleo,505.01,2.0,432.64,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V004,Peter Parker
NF151412,2025-11-01,60714910590,Sansa Stark,MotoriX,DX Hybrid,Bateria,1680.75,1.0,1339.34,400502,Sul Auto Parts,Grupo Pampas,V004,Peter Parker
NF151413,2025-12-12,02042985504,Jaime Lannister,Carvex,CX Sport,Bateria,516.64,6.0,422.44,200302,Auto Rio Peças,Grupo Atlantico,V002,Clark Kent
NF151414,2025-06-19,65082719044,Samwell Tarly,Autron,DX Hybrid,Bateria,113.43,6.0,87.77,400501,AutoParts Sul,Grupo Pampa,V002,Clark Kent
NF151415,2025-11-12,20924992861970,Ned Stark,Ravion,BZ Turbo,Pastilha de Freio,1582.0,6.0,1162.81,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF151416,2025-08-14,02398586212,Arya Stark,Carvex,EX Classic,Bateria,889.35,2.0,757.13,200302,Auto Rio Peças,Grupo Atlantico,V005,Diana Prince
NF151417,2025-12-05,51180882797039,Jon Snow,Autron,BZ Turbo,Correia Dentada,-1750.89,5.0,1503.75,400502,Sul Auto Parts,Grupo Pampas,V008,Barry Allen
NF151418,2024-08-21,32814833690393,Ned Stark,Ravion,BZ Turbo,Amortecedor,1316.02,3.0,983.97,400501,AutoParts Sul,Grupo Pampa,V005,Diana Prince
NF151419,2024-11-03,47881535645,Bran Stark,Ravion,EX Classic,Bateria,880.16,2.0,781.75,100202,Auto Parts SP Centro,Grupo Tytan,V002,Clark Kent
NF151420,2025-12-31,04875560499972,Jaime Lannister,Ravion,BZ Turbo,Pastilha de Freio,1585.95,4.0,1340.28,300402,Minas Auto Peças,Grupo Serras,V004,Peter Parker
NF151421,2025-11-05,64983613998314,Ned Stark,MotoriX,BZ Turbo,Filtro de Óleo,368.4,6.0,329.73,300402,Minas Auto Peças,Grupo Serras,V005,Diana Prince
NF151422,2025-04-23,02873941368809,Arya Stark,MotoriX,DX Hybrid,Bateria,1511.91,,1058.96,100201,AutoParts São Paulo,Grupo Titan,V002,Clark Kent
NF151423,2024-08-05,13696468871,Jorah Mormont,Autron,BZ Turbo,Pastilha de Freio,1269.11,1.0,1117.03,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V008,Barry Allen
NF151424,2025-12-06,47860639985601,Jaime Lannister,Ravion,DX Hybrid,Bateria,1052.48,3.0,869.01,300402,Minas Auto Peças,Grupo Serras,V005,Diana Prince
NF151425,2025-10-30,11460984376,Jaime Lannister,Autron,CX Sport,Filtro de Óleo,186.78,6.0,140.76,100202,Auto Parts SP Centro,Grupo Tytan,V003,Tony Stark
NF151426,2025-08-16,10997263941,Jaime Lannister,Ravion,DX Hybrid,Pastilha de Freio,224.91,,142.99,400502,Sul Auto Parts,Grupo Pampas,V007,Natasha Romanoff
NF151427,2024-04-06,85322225924,Tyrion Lannister,Ravion,BZ Turbo,Correia Dentada,909.68,3.0,689.77,400501,AutoParts Sul,Grupo Pampa,V002,Clark Kent
NF151428,2025-10-16,54320275187,Sansa Stark,Velox,DX Hybrid,Correia Dentada,369.2,2.0,222.12,100202,Auto Parts SP Centro,Grupo Tytan,V008,Barry Allen
NF151429,2024-06-22,42589146549718,Jorah Mormont,Carvex,CX Sport,Correia Dentada,-924.92,4.0,688.95,300401,AutoParts Minas,Grupo Serra,V006,Steve Rogers
NF151430,2024-09-07,68551455255506,Sansa Stark,Carvex,DX Hybrid,Bateria,1536.37,5.0,1026.13,400501,AutoParts Sul,Grupo Pampa,V002,Clark Kent
NF151431,2024-06-28,93727801809779,Theon Greyjoy,Velox,CX Sport,Correia Dentada,308.28,,267.2,300401,AutoParts Minas,Grupo Serra,V008,Barry Allen
NF151432,2025-03-31,39005303474950,Jorah Mormont,Ravion,CX Sport,Filtro de Óleo,1188.45,3.0,1071.07,300401,AutoParts Minas,Grupo Serra,V008,Barry Allen
NF151433,2024-07-17,44185988154526,Jon Snow,Velox,BZ Turbo,Bateria,761.04,2.0,571.78,400501,AutoParts Sul,Grupo Pampa,V004,Peter Parker
NF151434,2024-11-26,98310348252,Bran Stark,MotoriX,EX Classic,Correia Dentada,93.84,6.0,76.01,400502,Sul Auto Parts,Grupo Pampas,V002,Clark Kent
NF151435,2024-10-21,57347986717,Bran Stark,Ravion,CX Sport,Filtro de Óleo,1237.07,1.0,817.48,100202,Auto Parts SP Centro,Grupo Tytan,V007,Natasha Romanoff
NF151436,2024-01-01,42507701004781,Sansa Stark,Velox,BZ Turbo,Bateria,1323.34,5.0,1035.6,300402,Minas Auto Peças,Grupo Serras,V002,Clark Kent
NF151437,2025-12-17,16627113553,Daenerys Targaryen,Velox,EX Classic,Pastilha de Freio,238.07,6.0,214.12,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V004,Peter Parker
NF151438,2024-01-25,20485448739,Sansa Stark,Autron,DX Hybrid,Correia Dentada,1318.22,4.0,1054.41,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V008,Barry Allen
NF151439,2024-12-22,98149902325988,Daenerys Targaryen,Carvex,CX Sport,Filtro de Óleo,743.41,3.0,525.52,400501,AutoParts Sul,Grupo Pampa,V004,Peter Parker
NF151440,2025-11-30,46351448923,Sansa Stark,Autron,BZ Turbo,Bateria,1088.6,3.0,943.0,100202,Auto Parts SP Centro,Grupo Tytan,V004,Peter Parker
NF151441,2025-12-19,90946848974831,Cersei Lannister,MotoriX,BZ Turbo,Correia Dentada,1768.78,3.0,1354.47,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V001,Bruce Wayne
NF151442,2024-10-31,36650443393,Robb Stark,Carvex,EX Classic,Bateria,-352.76,4.0,239.92,300401,AutoParts Minas,Grupo Serra,V002,Clark Kent
NF151443,2025-10-01,40919001918171,Theon Greyjoy,Carvex,AX1,Bateria,139.44,2.0,123.84,100201,AutoParts São Paulo,Grupo Titan,V005,Diana Prince
NF151444,2025-08-24,29818120981466,Jaime Lannister,MotoriX,BZ Turbo,Filtro de Óleo,809.37,4.0,591.29,300402,Minas Auto Peças,Grupo Serras,V006,Steve Rogers
NF151445,2024-01-16,94684444027,Jon Snow,Velox,CX Sport,Correia Dentada,1329.46,2.0,913.01,100201,AutoParts São Paulo,Grupo Titan,V006,Steve Rogers
NF151446,2024-09-23,93888611994821,Daenerys Targaryen,MotoriX,CX Sport,Bateria,1088.42,1.0,884.0,300402,Minas Auto Peças,Grupo Serras,V007,Natasha Romanoff
NF151447,2025-07-29,76309876877720,Jon Snow,MotoriX,AX1,Amortecedor,663.99,2.0,605.73,200302,Auto Rio Peças,Grupo Atlantico,V006,Steve Rogers
NF151448,2025-01-28,46027707754,Bran Stark,Velox,CX Sport,Correia Dentada,1173.34,4.0,894.96,200302,Auto Rio Peças,Grupo Atlantico,V005,Diana Prince
NF151449,2024-12-30,69947477567542,Arya Stark,Carvex,AX1,Pastilha de Freio,872.24,5.0,722.31,400501,AutoParts Sul,Grupo Pampa,V006,Steve Rogers
NF151450,2024-02-10,43051469648,Samwell Tarly,Velox,DX Hybrid,Filtro de Óleo,908.77,1.0,613.47,300402,Minas Auto Peças,Grupo Serras,V008,Barry Allen
NF151451,2025-03-21,27431339204,Jaime Lannister,Carvex,DX Hybrid,Correia Dentada,1142.43,1.0,941.88,100202,Auto Parts SP Centro,Grupo Tytan,V001,Bruce Wayne
NF151452,2025-02-20,10937797258748,Davos Seaworth,MotoriX,CX Sport,Pastilha de Freio,514.21,4.0,433.42,200302,Auto Rio Peças,Grupo Atlantico,V001,Bruce Wayne
NF151453,2025-08-19,50784635234,Brienne of Tarth,Autron,DX Hybrid,Correia Dentada,-174.44,1.0,128.73,100202,Auto Parts SP Centro,Grupo Tytan,V007,Natasha Romanoff
NF151454,2025-11-21,77603392994380,Ned Stark,Carvex,EX Classic,Bateria,623.54,6.0,469.15,300402,Minas Auto Peças,Grupo Serras,V005,Diana Prince
NF151455,2025-02-17,61448147270,Arya Stark,MotoriX,AX1,Amortecedor,1633.91,3.0,1221.22,100201,AutoParts São Paulo,Grupo Titan,V002,Clark Kent
NF151456,2025-12-16,22006458313,Sansa Stark,Carvex,AX1,Correia Dentada,1336.74,2.0,1213.58,300402,Minas Auto Peças,Grupo Serras,V006,Steve Rogers
NF151457,2025-07-20,89848153241,Cersei Lannister,Velox,EX Classic,Amortecedor,-494.27,4.0,449.89,100202,Auto Parts SP Centro,Grupo Tytan,V005,Diana Prince
NF151458,2024-11-03,40380096442,Ned Stark,MotoriX,BZ Turbo,Filtro de Óleo,1292.7,1.0,821.31,100201,AutoParts São Paulo,Grupo Titan,V004,Peter Parker
NF151459,2024-04-16,83006158359,Arya Stark,Ravion,DX Hybrid,Amortecedor,740.23,,609.93,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V004,Peter Parker
NF151460,2024-07-11,23477171642,Tyrion Lannister,Autron,EX Classic,Correia Dentada,729.43,4.0,440.73,400501,AutoParts Sul,Grupo Pampa,V006,Steve Rogers
NF151461,2024-12-18,46746100882,Robb Stark,Carvex,BZ Turbo,Correia Dentada,1380.24,2.0,1153.39,200302,Auto Rio Peças,Grupo Atlantico,V002,Clark Kent
NF151462,2025-08-24,23704053959574,Cersei Lannister,Carvex,EX Classic,Filtro de Óleo,-1773.12,2.0,1544.25,300402,Minas Auto Peças,Grupo Serras,V005,Diana Prince
NF151463,2025-12-18,26436548464798,Bran Stark,Ravion,AX1,Correia Dentada,1098.58,5.0,723.69,400502,Sul Auto Parts,Grupo Pampas,V003,Tony Stark
NF151464,2025-03-30,49440862112933,Daenerys Targaryen,Carvex,BZ Turbo,Bateria,1501.11,3.0,1081.58,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V006,Steve Rogers
NF151465,2025-06-10,06667412498283,Jon Snow,Ravion,BZ Turbo,Amortecedor,694.98,4.0,570.91,400502,Sul Auto Parts,Grupo Pampas,V001,Bruce Wayne
NF151466,2025-11-13,88762053653,Jorah Mormont,Velox,CX Sport,Bateria,826.65,6.0,565.28,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V007,Natasha Romanoff
NF151467,2025-08-16,78678922114,Sansa Stark,MotoriX,CX Sport,Pastilha de Freio,665.75,6.0,406.71,300401,AutoParts Minas,Grupo Serra,V001,Bruce Wayne
NF151468,2025-07-27,64074113751,Jon Snow,MotoriX,EX Classic,Amortecedor,242.36,3.0,156.07,300401,AutoParts Minas,Grupo Serra,V004,Peter Parker
NF151469,2025-10-15,75025581489655,Arya Stark,MotoriX,DX Hybrid,Correia Dentada,247.02,3.0,179.93,300402,Minas Auto Peças,Grupo Serras,V004,Peter Parker
NF151470,2024-04-27,13552888412968,Bran Stark,MotoriX,BZ Turbo,Bateria,1524.41,3.0,1191.76,400502,Sul Auto Parts,Grupo Pampas,V004,Peter Parker
NF151471,2024-11-12,23000562860,Robb Stark,Velox,CX Sport,Amortecedor,225.56,2.0,152.13,100202,Auto Parts SP Centro,Grupo Tytan,V005,Diana Prince
NF151472,2025-01-07,35432754227,Jon Snow,Autron,DX Hybrid,Correia Dentada,722.64,3.0,467.26,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V002,Clark Kent
NF151473,2024-01-23,30890805980,Davos Seaworth,Ravion,EX Classic,Filtro de Óleo,336.37,4.0,221.62,300401,AutoParts Minas,Grupo Serra,V007,Natasha Romanoff
NF151474,2025-12-30,03834277986,Tyrion Lannister,Ravion,DX Hybrid,Amortecedor,741.32,5.0,493.59,300402,Minas Auto Peças,Grupo Serras,V004,Peter Parker
NF151475,2024-08-31,73881572551,Cersei Lannister,Velox,CX Sport,Bateria,254.97,5.0,211.52,300401,AutoParts Minas,Grupo Serra,V001,Bruce Wayne
NF151476,2024-11-18,71103621913657,Brienne of Tarth,Ravion,BZ Turbo,Pastilha de Freio,1599.04,5.0,1122.68,100202,Auto Parts SP Centro,Grupo Tytan,V001,Bruce Wayne
